Depth,Dip,Azimuth,Type,Confidence
2637.281982421875,71.90237426757812,127.6534652709961,Frac,0.7735063433647156
2638.57421875,70.2215576171875,238.79400634765625,Frac,0.8994451761245728
2639.375244140625,76.82996368408203,208.22267150878906,Frac,0.7324254512786865
2639.529296875,70.0552749633789,176.6252899169922,Frac,0.7285834550857544
2641.890869140625,53.18205642700195,281.8475341796875,Frac,0.8867456912994385
2643.667724609375,58.39328384399414,164.21530151367188,Frac,0.5306918025016785
2644.51318359375,40.0189208984375,188.98704528808594,Frac,0.9189267754554749
2644.5888671875,27.629398345947266,68.95897674560547,Frac,0.9038363099098206
2646.59326171875,32.91389846801758,302.54736328125,Frac,0.6151738166809082
2648.8603515625,39.783084869384766,154.83741760253906,Frac,0.9483602643013
2648.937744140625,49.1678466796875,154.76351928710938,Frac,0.5409821271896362
2651.170654296875,76.49977111816406,276.4858093261719,Frac,0.864041268825531
2652.55810546875,68.20368194580078,132.98944091796875,Frac,0.5545659065246582
2653.372314453125,75.93767547607422,219.53811645507812,Frac,0.8685376048088074
2653.8037109375,75.21483612060547,225.9916229248047,Frac,0.9194570779800415
2653.811279296875,63.92303466796875,224.70028686523438,Frac,0.7118749618530273
2653.896728515625,63.22639846801758,228.72596740722656,Frac,0.8400565385818481
2654.705810546875,72.16670227050781,353.263427734375,Frac,0.6965298056602478
2655.15869140625,80.83265686035156,204.92054748535156,Frac,0.6490193605422974
2656.98583984375,76.61650085449219,247.4718017578125,Frac,0.8934507966041565
2657.689697265625,77.65850830078125,257.015869140625,Frac,0.8643604516983032
2658.5458984375,57.79171371459961,113.3812484741211,Frac,0.7446442246437073
2658.599365234375,56.060428619384766,107.81094360351562,Frac,0.8839859962463379
2659.156494140625,65.22869110107422,148.7435302734375,Frac,0.5763788819313049
2659.310791015625,67.09044647216797,154.63131713867188,Frac,0.619049072265625
2660.899169921875,79.08891296386719,252.21560668945312,Frac,0.7287331223487854
2661.082763671875,76.41162109375,258.9537048339844,Frac,0.5656159520149231
2661.29248046875,62.781490325927734,242.67608642578125,Frac,0.932924211025238
2661.940673828125,65.99943542480469,182.75277709960938,Frac,0.5971859097480774
2663.175537109375,60.208274841308594,150.44703674316406,Frac,0.6757322549819946
2663.632080078125,74.3348388671875,90.15990447998047,Frac,0.9041683077812195
2663.635986328125,69.055419921875,140.2403564453125,Frac,0.5990533232688904
2666.141357421875,69.62806701660156,145.92193603515625,Frac,0.5984584093093872
2667.214111328125,69.00341033935547,135.24801635742188,Frac,0.7830416560173035
2667.4013671875,67.39321899414062,115.883056640625,Frac,0.6026193499565125
2667.487548828125,72.82428741455078,139.1022491455078,Frac,0.7383531928062439
2667.572998046875,72.37459564208984,97.6845474243164,Frac,0.8782505989074707
2667.78271484375,68.66619873046875,101.79999542236328,Frac,0.947053849697113
2667.909423828125,62.98392105102539,108.42301940917969,Frac,0.8902902007102966
2667.9423828125,72.18212127685547,176.62306213378906,Frac,0.74465012550354
2668.049072265625,67.30541229248047,125.02424621582031,Frac,0.7920826077461243
2668.06201171875,73.21701049804688,234.37277221679688,Frac,0.6486857533454895
2669.038330078125,67.3323974609375,189.58932495117188,Frac,0.6291072368621826
2669.454833984375,73.96623992919922,295.3785400390625,Frac,0.8950003385543823
2669.748046875,70.44131469726562,132.88645935058594,Frac,0.7328024506568909
2671.100830078125,69.49481964111328,166.5384063720703,Frac,0.5924778580665588
2672.05224609375,69.74132537841797,51.723121643066406,Frac,0.8762327432632446
2673.4052734375,75.12309265136719,165.98619079589844,Frac,0.5748070478439331
2673.515869140625,79.78372192382812,319.11749267578125,Frac,0.9123877286911011
2673.600830078125,70.88558959960938,192.40847778320312,Frac,0.617211639881134
2673.823974609375,67.44363403320312,197.68519592285156,Frac,0.9283896088600159
2677.271484375,72.4686279296875,159.59963989257812,Frac,0.8530659675598145
2677.29248046875,67.30164337158203,155.51046752929688,Frac,0.7317111492156982
2679.08544921875,66.1053466796875,145.1571044921875,Frac,0.6447522044181824
2679.87744140625,70.92997741699219,149.69686889648438,Frac,0.6022726893424988
2681.489013671875,67.36602020263672,156.90859985351562,Frac,0.7234633564949036
2681.66845703125,71.09110260009766,162.69293212890625,Frac,0.5672727227210999
2682.1298828125,67.97283172607422,166.73406982421875,Frac,0.6054141521453857
2682.267578125,68.68244171142578,165.1351776123047,Frac,0.7317903637886047
2685.947998046875,70.06060028076172,124.5552978515625,Frac,0.6895843148231506
2686.15185546875,73.65999603271484,130.55844116210938,Frac,0.5299720764160156
2686.44873046875,73.42019653320312,134.4982147216797,Frac,0.6004597544670105
2687.354736328125,64.04510498046875,165.81724548339844,Frac,0.6264089941978455
2688.4091796875,69.95662689208984,152.5619659423828,Frac,0.6324164271354675
2689.4208984375,71.76536560058594,138.97750854492188,Frac,0.5167713761329651
2689.62353515625,73.2713394165039,129.80076599121094,Frac,0.7143596410751343
2691.628173828125,63.197078704833984,151.34085083007812,Frac,0.7401606440544128
2696.040771484375,73.0003890991211,126.50194549560547,Frac,0.8563464283943176
2697.316650390625,68.7895278930664,126.03351593017578,Frac,0.62242192029953
2697.77685546875,63.35543441772461,159.45330810546875,Frac,0.542788028717041
2701.876220703125,71.67221069335938,134.73106384277344,Frac,0.7680908441543579
2702.2373046875,71.59683990478516,133.01405334472656,Frac,0.5047457814216614
2703.54443359375,65.7863540649414,82.66350555419922,Frac,0.8250478506088257
2704.115478515625,68.7047348022461,82.88695526123047,Frac,0.6846995949745178
2704.34375,63.584320068359375,86.03998565673828,Frac,0.9272798895835876
2707.284912109375,20.685564041137695,310.046142578125,Frac,0.7604488730430603
2707.400146484375,27.761150360107422,204.65269470214844,Frac,0.9309793710708618
2707.7314453125,73.1205825805664,219.76239013671875,Frac,0.6614812612533569
2708.1298828125,37.527252197265625,244.19729614257812,Frac,0.8964387774467468
2708.188232421875,48.506629943847656,210.73626708984375,Frac,0.7500798106193542
2708.2587890625,70.29711151123047,172.59271240234375,Frac,0.9130053520202637
2708.424560546875,69.99654388427734,178.45851135253906,Frac,0.5110567808151245
2714.004150390625,62.03435516357422,127.07325744628906,Frac,0.729070246219635
2715.83642578125,54.361053466796875,191.5051727294922,Frac,0.5887805819511414
2716.849365234375,67.94158172607422,144.81307983398438,Frac,0.680219829082489
2718.309326171875,76.37973022460938,128.69775390625,Frac,0.7944647669792175
2718.599609375,77.86185455322266,117.74380493164062,Frac,0.7895353436470032
2720.556396484375,70.17672729492188,135.1845703125,Frac,0.6649565696716309
2720.697021484375,79.30469512939453,348.0699157714844,Frac,0.6057784557342529
2720.77197265625,75.55593872070312,144.78541564941406,Frac,0.9178455471992493
2728.993408203125,42.62589645385742,223.71343994140625,Frac,0.8646294474601746
2729.079345703125,50.58782958984375,169.20301818847656,Frac,0.9608455300331116
2729.08544921875,38.91995620727539,177.29684448242188,Frac,0.5178607106208801
2729.13330078125,57.26531982421875,244.68359375,Frac,0.7880526781082153
2729.135986328125,34.15738296508789,163.50347900390625,Frac,0.5844261646270752
2729.200927734375,29.098520278930664,77.99177551269531,Frac,0.8026657700538635
2730.213623046875,64.12007904052734,157.99169921875,Frac,0.887772798538208
2731.995361328125,41.61666488647461,340.9028625488281,Frac,0.7893304824829102
2736.243408203125,78.98818969726562,224.61573791503906,Frac,0.7154074311256409
2737.27880859375,39.049625396728516,229.4427947998047,Frac,0.8917092680931091
2738.54296875,28.746395111083984,240.0048370361328,Frac,0.8391754627227783
2739.941162109375,62.90523147583008,129.08218383789062,Frac,0.7063071727752686
2740.12890625,71.79448699951172,244.37921142578125,Frac,0.6850565671920776
2740.5107421875,47.1138801574707,90.92393493652344,Frac,0.8637592792510986
2740.564208984375,50.37725067138672,106.94628143310547,Frac,0.5061357021331787
2740.82470703125,41.88140106201172,245.4152374267578,Frac,0.5385220646858215
2740.940185546875,41.012184143066406,247.04693603515625,Frac,0.849057137966156
2742.510498046875,62.189022064208984,248.60693359375,Frac,0.5209483504295349
2742.58203125,62.3731575012207,242.68878173828125,Frac,0.9396328330039978
2743.24169921875,45.32223129272461,108.0557632446289,Frac,0.863067090511322
2744.3359375,53.06523132324219,62.96727752685547,Frac,0.5661108493804932
2745.208740234375,47.39356994628906,111.93470001220703,Frac,0.836493968963623
2745.3291015625,68.70420837402344,138.41485595703125,Frac,0.5036177039146423
2745.41796875,46.49542236328125,115.53822326660156,Frac,0.8446434736251831
2746.442138671875,48.446380615234375,242.65570068359375,Frac,0.8827852606773376
2746.488525390625,50.45996856689453,242.3717041015625,Frac,0.5217273831367493
2749.2470703125,73.05960083007812,154.36581420898438,Frac,0.5965343713760376
2750.3955078125,62.75229263305664,261.93316650390625,Frac,0.91451096534729
2752.777587890625,63.949893951416016,320.7095947265625,Frac,0.8979056477546692
2753.07861328125,68.4639663696289,167.07376098632812,Frac,0.6560153961181641
2753.088134765625,66.6293716430664,349.3443908691406,Frac,0.8726364374160767
2754.87109375,72.24827575683594,165.93795776367188,Frac,0.5505886673927307
2756.585205078125,61.71877670288086,152.50672912597656,Frac,0.6006500124931335
2756.748291015625,38.31113815307617,156.39649963378906,Frac,0.8414387106895447
2756.924072265625,62.8621940612793,109.62678527832031,Frac,0.7330893874168396
2757.10986328125,62.283172607421875,96.94072723388672,Frac,0.8342499136924744
2758.155029296875,66.15435028076172,98.3386459350586,Frac,0.5576265454292297
2759.47265625,73.17555236816406,130.0989227294922,Frac,0.8613467812538147
2760.221435546875,65.1417007446289,80.90300750732422,Frac,0.6751686334609985
2762.41796875,63.20710372924805,148.9678497314453,Frac,0.6348086595535278
2762.48193359375,61.74394607543945,158.48191833496094,Frac,0.5300511717796326
2765.154541015625,64.81298828125,159.9452667236328,Frac,0.5231075882911682
2765.23974609375,70.80548858642578,15.48983097076416,Frac,0.8925929069519043
2765.5888671875,70.6128158569336,336.0223083496094,Frac,0.785658061504364
2765.5888671875,71.52239990234375,26.749557495117188,Frac,0.5551576018333435
2767.57861328125,63.81601333618164,53.55208969116211,Frac,0.6979895234107971
2768.5146484375,72.2020492553711,49.44404983520508,Frac,0.6735764145851135
2768.8916015625,72.340087890625,145.33421325683594,Frac,0.5189979672431946
2771.6953125,65.75410461425781,179.93756103515625,Frac,0.5309547185897827
2774.7353515625,61.54684829711914,355.4696960449219,Frac,0.6316131949424744
2775.7763671875,70.32496643066406,145.90269470214844,Frac,0.5017964243888855
2777.4365234375,42.30329513549805,210.2646942138672,Frac,0.9407147169113159
2778.58154296875,73.69557189941406,158.22445678710938,Frac,0.6650016903877258
2781.259033203125,71.55816650390625,257.8212585449219,Frac,0.8105629086494446
2781.910400390625,69.87726593017578,323.43133544921875,Frac,0.7543519735336304
2783.120849609375,80.04704284667969,47.07796096801758,Frac,0.5612024068832397
2784.689208984375,63.743682861328125,152.6409912109375,Frac,0.5518234372138977
2786.6708984375,58.20074462890625,351.968017578125,Frac,0.839415967464447
2787.7353515625,63.455726623535156,346.8406066894531,Frac,0.8951345086097717
2787.96044921875,60.77972412109375,333.576904296875,Frac,0.5972697734832764
2789.663330078125,72.7709732055664,146.238525390625,Frac,0.5626704692840576
2789.82666015625,73.89339447021484,149.84706115722656,Frac,0.8078981041908264
2792.077880859375,63.63999557495117,136.08433532714844,Frac,0.5787050724029541
2792.888671875,48.741756439208984,129.41201782226562,Frac,0.8455392122268677
2793.260498046875,54.26932907104492,97.34977722167969,Frac,0.9015635251998901
2794.866455078125,67.50992584228516,167.54263305664062,Frac,0.6525165438652039
2797.760498046875,65.40493774414062,145.9184112548828,Frac,0.6695616245269775
2799.693115234375,66.76130676269531,166.6265106201172,Frac,0.7331293821334839
2805.991943359375,64.39295196533203,173.55125427246094,Frac,0.548392653465271
2807.861083984375,67.05628204345703,137.9080047607422,Frac,0.5488486289978027
2811.375244140625,22.715599060058594,240.9760284423828,Frac,0.8294152617454529
2815.636962890625,65.36832427978516,147.566650390625,Frac,0.8081353902816772
2816.017578125,69.05239868164062,152.20150756835938,Frac,0.8034275770187378
2817.635498046875,63.37502670288086,118.9837646484375,Frac,0.573544442653656
2819.27587890625,67.17097473144531,179.50917053222656,Frac,0.6145497560501099
2819.54296875,68.62081146240234,179.44015502929688,Frac,0.6421462297439575
2819.633544921875,61.82926940917969,152.4158477783203,Frac,0.7785048484802246
2819.984375,65.584716796875,130.84725952148438,Frac,0.7228423953056335
2820.5068359375,64.3696060180664,157.0239715576172,Frac,0.507551908493042
2821.64599609375,72.07554626464844,140.74728393554688,Frac,0.5206617116928101
2822.173828125,68.48811340332031,144.72442626953125,Frac,0.5771061778068542
2822.35498046875,68.64728546142578,149.16519165039062,Frac,0.9257381558418274
2822.46142578125,67.720458984375,164.60519409179688,Frac,0.9479495286941528
2822.577880859375,68.67115783691406,164.82339477539062,Frac,0.5982468128204346
2824.50537109375,58.36395263671875,70.08806610107422,Frac,0.9342812895774841
2824.594970703125,65.41300201416016,148.88223266601562,Frac,0.6805700063705444
2826.22412109375,64.32239532470703,153.31182861328125,Frac,0.6107789278030396
2826.64599609375,58.889976501464844,139.27015686035156,Frac,0.6369922757148743
2827.563720703125,62.92845916748047,139.12403869628906,Frac,0.5325721502304077
2832.21728515625,79.1827621459961,96.16415405273438,Frac,0.5708593726158142
2832.632080078125,35.610504150390625,87.455810546875,Frac,0.9050719738006592
2833.627685546875,32.5589485168457,81.39875030517578,Frac,0.7840620279312134
2833.948974609375,57.2841796875,100.53094482421875,Frac,0.9130634665489197
2835.943603515625,59.70936965942383,180.24571228027344,Frac,0.5494604110717773
2836.150634765625,55.3253173828125,199.37643432617188,Frac,0.9296618103981018
2836.21875,63.14479446411133,52.14126968383789,Frac,0.8345732688903809
2837.636962890625,71.29676055908203,89.27938842773438,Frac,0.8962818384170532
2838.850341796875,68.12165832519531,142.59703063964844,Frac,0.535649299621582
2840.5703125,63.45024108886719,149.53968811035156,Frac,0.5088714361190796
2840.7919921875,65.0190658569336,139.11553955078125,Frac,0.656484842300415
2842.03857421875,68.68031311035156,323.3153991699219,Frac,0.7777259349822998
2842.3544921875,66.815673828125,316.95172119140625,Frac,0.552921712398529
2843.62158203125,61.605308532714844,159.9692840576172,Frac,0.5496371388435364
2846.937255859375,64.15017700195312,150.9267578125,Frac,0.523024320602417
2847.7197265625,64.72555541992188,155.5444793701172,Frac,0.7601119875907898
2848.89306640625,59.072975158691406,160.46231079101562,Frac,0.5380864143371582
2849.1181640625,38.14665985107422,247.94383239746094,Frac,0.8022508025169373
2849.1630859375,45.63181686401367,205.9315185546875,Frac,0.7188323140144348
2849.209716796875,32.37375259399414,242.3263397216797,Frac,0.8861657381057739
2850.88427734375,72.8477783203125,150.62562561035156,Frac,0.6691116094589233
2852.194580078125,61.46236801147461,151.19943237304688,Frac,0.7117477059364319
2852.938720703125,74.29034423828125,121.03888702392578,Frac,0.5222517848014832
2854.4716796875,79.33322143554688,41.377525329589844,Frac,0.5087701678276062
2854.9814453125,71.36425018310547,153.53599548339844,Frac,0.749591588973999
2862.305419921875,65.29145050048828,136.052978515625,Frac,0.7162443995475769
2864.432373046875,68.2247085571289,150.3548583984375,Frac,0.6461133360862732
2867.910888671875,42.752689361572266,323.11358642578125,Frac,0.6623640060424805
2868.167236328125,66.97509002685547,321.0439453125,Frac,0.7083053588867188
2868.3095703125,70.33412170410156,209.19024658203125,Frac,0.5920853018760681
2873.57080078125,52.970794677734375,93.38872528076172,Frac,0.6177424788475037
2874.0478515625,48.90690612792969,306.8927001953125,Frac,0.679283857345581
2877.5849609375,43.804779052734375,120.2266616821289,Frac,0.9001237750053406
2878.7744140625,42.22072219848633,317.2910461425781,Frac,0.9609307050704956
2878.89306640625,35.80390930175781,294.5943908691406,Frac,0.5390731692314148
2878.947998046875,38.4638786315918,324.833740234375,Frac,0.961611807346344
2879.42578125,33.53810119628906,352.8895568847656,Frac,0.6362336277961731
2880.815185546875,21.717832565307617,18.41525650024414,Frac,0.7399485111236572
2883.4755859375,69.28425598144531,140.62184143066406,Frac,0.5989319086074829
2884.653076171875,62.47837448120117,320.94171142578125,Frac,0.7218674421310425
2885.10986328125,70.51233673095703,127.6086654663086,Frac,0.7180402874946594
2890.707275390625,55.997100830078125,250.7391357421875,Frac,0.5102689266204834
2890.882080078125,52.184478759765625,268.7911682128906,Frac,0.8810725212097168
2892.580078125,67.71332550048828,176.20510864257812,Frac,0.5030838251113892
2895.0625,26.60297203063965,165.60421752929688,Frac,0.9094173312187195
2900.596923828125,62.04695510864258,136.24256896972656,Frac,0.5349346995353699
2902.646728515625,74.32918548583984,131.02740478515625,Frac,0.5553794503211975
2903.141845703125,70.53385162353516,163.5684051513672,Frac,0.5032118558883667
